,acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
612,STN,1,800,470,Subthalamic nucleus,"[997, 8, 343, 1129, 1097, 290, 470]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
613,TU,1,801,614,Tuberal nucleus,"[997, 8, 343, 1129, 1097, 290, 614]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
614,ZI,1,802,797,Zona incerta,"[997, 8, 343, 1129, 1097, 290, 797]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 112905813, 167587189, 114512891, 114512892]","[242, 72, 59]"
615,A13,1,803,796,Dopaminergic A13 group,"[997, 8, 343, 1129, 1097, 290, 797, 796]",[12],"[242, 72, 59]"
616,FF,1,804,804,Fields of Forel,"[997, 8, 343, 1129, 1097, 290, 797, 804]","[184527634, 12, 691663206]","[242, 72, 59]"
617,ME,1,805,10671,Median eminence,"[997, 8, 343, 1129, 1097, 10671]","[3, 112905828, 691663206, 12, 688152364, 184527634, 167587189]","[242, 72, 59]"
618,MB,1,806,313,Midbrain,"[997, 8, 343, 313]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 100, 255]"
619,MBsen,1,807,339,"Midbrain, sensory related","[997, 8, 343, 313, 339]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 122, 255]"
620,SCs,1,808,302,"Superior colliculus, sensory related","[997, 8, 343, 313, 339, 302]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 122, 255]"
621,SCop,1,809,851,"Superior colliculus, optic layer","[997, 8, 343, 313, 339, 302, 851]","[184527634, 12, 691663206]","[255, 122, 255]"
622,SCsg,1,810,842,"Superior colliculus, superficial gray layer","[997, 8, 343, 313, 339, 302, 842]","[184527634, 12, 691663206]","[255, 122, 255]"
623,SCzo,1,811,834,"Superior colliculus, zonal layer","[997, 8, 343, 313, 339, 302, 834]","[184527634, 12, 691663206]","[255, 122, 255]"
624,IC,1,812,4,Inferior colliculus,"[997, 8, 343, 313, 339, 4]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 122, 255]"
625,ICc,1,813,811,"Inferior colliculus, central nucleus","[997, 8, 343, 313, 339, 4, 811]","[184527634, 12, 691663206]","[255, 122, 255]"
626,ICd,1,814,820,"Inferior colliculus, dorsal nucleus","[997, 8, 343, 313, 339, 4, 820]","[184527634, 12, 691663206]","[255, 122, 255]"
627,ICe,1,815,828,"Inferior colliculus, external nucleus","[997, 8, 343, 313, 339, 4, 828]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 122, 255]"
628,NB,1,816,580,Nucleus of the brachium of the inferior colliculus,"[997, 8, 343, 313, 339, 580]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
629,SAG,1,817,271,Nucleus sagulum,"[997, 8, 343, 313, 339, 271]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 122, 255]"
630,PBG,1,818,874,Parabigeminal nucleus,"[997, 8, 343, 313, 339, 874]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
631,MEV,1,819,460,Midbrain trigeminal nucleus,"[997, 8, 343, 313, 339, 460]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189]","[255, 122, 255]"
632,MBmot,1,821,323,"Midbrain, motor related","[997, 8, 343, 313, 323]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 255]"
633,SNr,1,822,381,"Substantia nigra, reticular part","[997, 8, 343, 313, 323, 381]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
634,VTA,1,823,749,Ventral tegmental area,"[997, 8, 343, 313, 323, 749]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
635,RR,1,825,246,"Midbrain reticular nucleus, retrorubral area","[997, 8, 343, 313, 323, 246]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
636,MRN,1,826,128,Midbrain reticular nucleus,"[997, 8, 343, 313, 323, 128]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
637,SCm,1,830,294,"Superior colliculus, motor related","[997, 8, 343, 313, 323, 294]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 255]"
638,SCdg,1,831,26,"Superior colliculus, motor related, deep gray layer","[997, 8, 343, 313, 323, 294, 26]","[184527634, 12, 691663206]","[255, 144, 255]"
639,SCdw,1,832,42,"Superior colliculus, motor related, deep white layer","[997, 8, 343, 313, 323, 294, 42]","[184527634, 12, 691663206]","[255, 144, 255]"
640,SCiw,1,833,17,"Superior colliculus, motor related, intermediate white layer","[997, 8, 343, 313, 323, 294, 17]","[184527634, 12, 691663206]","[255, 144, 255]"
641,SCig,1,834,10,"Superior colliculus, motor related, intermediate gray layer","[997, 8, 343, 313, 323, 294, 10]","[184527634, 12, 691663206]","[255, 144, 255]"
642,SCig-a,1,835,494,"Superior colliculus, motor related, intermediate gray layer, sublayer a","[997, 8, 343, 313, 323, 294, 10, 494]","[184527634, 12]","[255, 144, 255]"
643,SCig-b,1,836,503,"Superior colliculus, motor related, intermediate gray layer, sublayer b","[997, 8, 343, 313, 323, 294, 10, 503]","[184527634, 12]","[255, 144, 255]"
644,SCig-c,1,837,511,"Superior colliculus, motor related, intermediate gray layer, sublayer c","[997, 8, 343, 313, 323, 294, 10, 511]","[184527634, 12]","[255, 144, 255]"
645,PAG,1,838,795,Periaqueductal gray,"[997, 8, 343, 313, 323, 795]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
646,PRC,1,839,50,Precommissural nucleus,"[997, 8, 343, 313, 323, 795, 50]","[184527634, 12, 691663206]","[255, 144, 255]"
647,INC,1,840,67,Interstitial nucleus of Cajal,"[997, 8, 343, 313, 323, 795, 67]","[184527634, 12, 691663206]","[255, 144, 255]"
648,ND,1,841,587,Nucleus of Darkschewitsch,"[997, 8, 343, 313, 323, 795, 587]","[184527634, 12, 691663206]","[255, 144, 255]"
649,PRT,1,843,1100,Pretectal region,"[997, 8, 343, 313, 323, 1100]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]","[255, 144, 255]"
650,APN,1,844,215,Anterior pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 215]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 112905813, 114512891]","[255, 144, 255]"
651,MPT,1,845,531,Medial pretectal area,"[997, 8, 343, 313, 323, 1100, 531]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
652,NOT,1,846,628,Nucleus of the optic tract,"[997, 8, 343, 313, 323, 1100, 628]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
653,NPC,1,847,634,Nucleus of the posterior commissure,"[997, 8, 343, 313, 323, 1100, 634]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
654,OP,1,848,706,Olivary pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 706]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
655,PPT,1,849,1061,Posterior pretectal nucleus,"[997, 8, 343, 313, 323, 1100, 1061]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
656,CUN,1,852,616,Cuneiform nucleus,"[997, 8, 343, 313, 323, 616]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
657,RN,1,853,214,Red nucleus,"[997, 8, 343, 313, 323, 214]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512891]","[255, 144, 255]"
658,III,1,854,35,Oculomotor nucleus,"[997, 8, 343, 313, 323, 35]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 144, 255]"
659,EW,1,856,975,Edinger-Westphal nucleus,"[997, 8, 343, 313, 323, 975]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
660,IV,1,857,115,Trochlear nucleus,"[997, 8, 343, 313, 323, 115]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
661,VTN,1,859,757,Ventral tegmental nucleus,"[997, 8, 343, 313, 323, 757]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
662,AT,1,860,231,Anterior tegmental nucleus,"[997, 8, 343, 313, 323, 231]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
663,LT,1,861,66,Lateral terminal nucleus of the accessory optic tract,"[997, 8, 343, 313, 323, 66]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 144, 255]"
664,MBsta,1,865,348,"Midbrain, behavioral state related","[997, 8, 343, 313, 348]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 255]"
665,SNc,1,866,374,"Substantia nigra, compact part","[997, 8, 343, 313, 348, 374]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 112905813, 167587189, 114512892]","[255, 166, 255]"
666,PPN,1,867,1052,Pedunculopontine nucleus,"[997, 8, 343, 313, 348, 1052]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
667,RAmb,1,868,165,Midbrain raphe nuclei,"[997, 8, 343, 313, 348, 165]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 166, 255]"
668,IF,1,869,12,Interfascicular nucleus raphe,"[997, 8, 343, 313, 348, 165, 12]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
669,IPN,1,870,100,Interpeduncular nucleus,"[997, 8, 343, 313, 348, 165, 100]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
670,RL,1,879,197,Rostral linear nucleus raphe,"[997, 8, 343, 313, 348, 165, 197]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189]","[255, 166, 255]"
671,CLI,1,880,591,Central linear nucleus raphe,"[997, 8, 343, 313, 348, 165, 591]","[112905828, 691663206, 687527945, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
672,DR,1,881,872,Dorsal nucleus raphe,"[997, 8, 343, 313, 348, 165, 872]","[112905828, 691663206, 687527945, 10, 12, 688152365, 184527634, 167587189, 114512891]","[255, 166, 255]"
673,HB,1,882,1065,Hindbrain,"[997, 8, 343, 1065]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 155, 136]"
674,P,1,883,771,Pons,"[997, 8, 343, 1065, 771]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 155, 136]"
675,P-sen,1,884,1132,"Pons, sensory related","[997, 8, 343, 1065, 771, 1132]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 174, 111]"
676,NLL,1,885,612,Nucleus of the lateral lemniscus,"[997, 8, 343, 1065, 771, 1132, 612]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 174, 111]"
677,NLLd,1,886,82,"Nucleus of the lateral lemniscus, dorsal part","[997, 8, 343, 1065, 771, 1132, 612, 82]",[12],"[255, 174, 111]"
678,NLLh,1,887,90,"Nucleus of the lateral lemniscus, horizontal part","[997, 8, 343, 1065, 771, 1132, 612, 90]",[12],"[255, 174, 111]"
679,NLLv,1,888,99,"Nucleus of the lateral lemniscus, ventral part","[997, 8, 343, 1065, 771, 1132, 612, 99]",[12],"[255, 174, 111]"
680,PSV,1,889,7,Principal sensory nucleus of the trigeminal,"[997, 8, 343, 1065, 771, 1132, 7]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 112905813, 167587189, 114512891]","[255, 174, 111]"
681,PB,1,890,867,Parabrachial nucleus,"[997, 8, 343, 1065, 771, 1132, 867]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 174, 111]"
682,KF,1,891,123,Koelliker-Fuse subnucleus,"[997, 8, 343, 1065, 771, 1132, 867, 123]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 174, 111]"
683,PBl,1,892,881,"Parabrachial nucleus, lateral division","[997, 8, 343, 1065, 771, 1132, 867, 881]",[12],"[255, 174, 111]"
684,PBlc,1,893,860,"Parabrachial nucleus, lateral division, central lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 860]",[12],"[255, 174, 111]"
685,PBld,1,894,868,"Parabrachial nucleus, lateral division, dorsal lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 868]",[12],"[255, 174, 111]"
686,PBle,1,895,875,"Parabrachial nucleus, lateral division, external lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 875]",[12],"[255, 174, 111]"
687,PBls,1,896,883,"Parabrachial nucleus, lateral division, superior lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 883]",[12],"[255, 174, 111]"
688,PBlv,1,897,891,"Parabrachial nucleus, lateral division, ventral lateral part","[997, 8, 343, 1065, 771, 1132, 867, 881, 891]",[12],"[255, 174, 111]"
689,PBm,1,898,890,"Parabrachial nucleus, medial division","[997, 8, 343, 1065, 771, 1132, 867, 890]",[12],"[255, 174, 111]"
690,PBme,1,899,899,"Parabrachial nucleus, medial division, external medial part","[997, 8, 343, 1065, 771, 1132, 867, 890, 899]",[12],"[255, 174, 111]"
691,PBmm,1,900,915,"Parabrachial nucleus, medial division, medial medial part","[997, 8, 343, 1065, 771, 1132, 867, 890, 915]",[12],"[255, 174, 111]"
692,SOC,1,902,398,Superior olivary complex,"[997, 8, 343, 1065, 771, 1132, 398]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 174, 111]"
693,POR,1,903,122,"Superior olivary complex, periolivary region","[997, 8, 343, 1065, 771, 1132, 398, 122]","[184527634, 12, 691663206]","[255, 174, 111]"
694,SOCm,1,904,105,"Superior olivary complex, medial part","[997, 8, 343, 1065, 771, 1132, 398, 105]","[184527634, 12, 691663206]","[255, 174, 111]"
695,SOCl,1,905,114,"Superior olivary complex, lateral part","[997, 8, 343, 1065, 771, 1132, 398, 114]","[184527634, 12, 691663206]","[255, 174, 111]"
696,P-mot,1,906,987,"Pons, motor related","[997, 8, 343, 1065, 771, 987]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 186, 134]"
697,B,1,907,280,Barrington's nucleus,"[997, 8, 343, 1065, 771, 987, 280]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189]","[255, 186, 134]"
698,DTN,1,908,880,Dorsal tegmental nucleus,"[997, 8, 343, 1065, 771, 987, 880]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189]","[255, 186, 134]"
699,PCG,1,911,898,Pontine central gray,"[997, 8, 343, 1065, 771, 987, 898]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 186, 134]"
700,PG,1,912,931,Pontine gray,"[997, 8, 343, 1065, 771, 987, 931]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189, 114512891]","[255, 186, 134]"
701,PRNc,1,913,1093,"Pontine reticular nucleus, caudal part","[997, 8, 343, 1065, 771, 987, 1093]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 112905813, 114512891]","[255, 186, 134]"
702,SG,1,915,318,Supragenual nucleus,"[997, 8, 343, 1065, 771, 987, 318]","[691663206, 687527945, 12, 688152366, 184527634, 167587189]","[255, 186, 134]"
703,SUT,1,917,534,Supratrigeminal nucleus,"[997, 8, 343, 1065, 771, 987, 534]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 186, 134]"
704,TRN,1,918,574,Tegmental reticular nucleus,"[997, 8, 343, 1065, 771, 987, 574]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189, 114512891]","[255, 186, 134]"
705,V,1,919,621,Motor nucleus of trigeminal,"[997, 8, 343, 1065, 771, 987, 621]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189, 114512891]","[255, 186, 134]"
706,P-sat,1,924,1117,"Pons, behavioral state related","[997, 8, 343, 1065, 771, 1117]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 195, 149]"
707,CS,1,925,679,Superior central nucleus raphe,"[997, 8, 343, 1065, 771, 1117, 679]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
708,CSl,1,926,137,"Superior central nucleus raphe, lateral part","[997, 8, 343, 1065, 771, 1117, 679, 137]",[12],"[255, 195, 149]"
709,CSm,1,927,130,"Superior central nucleus raphe, medial part","[997, 8, 343, 1065, 771, 1117, 679, 130]",[12],"[255, 195, 149]"
710,LC,1,928,147,Locus ceruleus,"[997, 8, 343, 1065, 771, 1117, 147]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189]","[255, 195, 149]"
711,LDT,1,929,162,Laterodorsal tegmental nucleus,"[997, 8, 343, 1065, 771, 1117, 162]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
712,NI,1,930,604,Nucleus incertus,"[997, 8, 343, 1065, 771, 1117, 604]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
713,PRNr,1,931,146,Pontine reticular nucleus,"[997, 8, 343, 1065, 771, 1117, 146]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
714,RPO,1,932,238,Nucleus raphe pontis,"[997, 8, 343, 1065, 771, 1117, 238]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
715,SLC,1,933,350,Subceruleus nucleus,"[997, 8, 343, 1065, 771, 1117, 350]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189]","[255, 195, 149]"
716,SLD,1,934,358,Sublaterodorsal nucleus,"[997, 8, 343, 1065, 771, 1117, 358]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
717,MY,1,935,354,Medulla,"[997, 8, 343, 1065, 354]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 155, 205]"
718,MY-sen,1,936,386,"Medulla, sensory related","[997, 8, 343, 1065, 354, 386]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 165, 210]"
719,AP,1,937,207,Area postrema,"[997, 8, 343, 1065, 354, 386, 207]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189]","[255, 165, 210]"
720,CN,1,938,607,Cochlear nuclei,"[997, 8, 343, 1065, 354, 386, 607]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 165, 210]"
721,CNlam,1,939,112,Granular lamina of the cochlear nuclei,"[997, 8, 343, 1065, 354, 386, 607, 112]",[12],"[255, 165, 210]"
722,CNspg,1,940,560,"Cochlear nucleus, subpedunclular granular region","[997, 8, 343, 1065, 354, 386, 607, 560]",[12],"[255, 165, 210]"
723,DCO,1,941,96,Dorsal cochlear nucleus,"[997, 8, 343, 1065, 354, 386, 607, 96]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
724,VCO,1,942,101,Ventral cochlear nucleus,"[997, 8, 343, 1065, 354, 386, 607, 101]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
725,DCN,1,943,720,Dorsal column nuclei,"[997, 8, 343, 1065, 354, 386, 720]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 165, 210]"
726,CU,1,944,711,Cuneate nucleus,"[997, 8, 343, 1065, 354, 386, 720, 711]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 165, 210]"
727,GR,1,945,1039,Gracile nucleus,"[997, 8, 343, 1065, 354, 386, 720, 1039]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
728,ECU,1,946,903,External cuneate nucleus,"[997, 8, 343, 1065, 354, 386, 903]","[691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 165, 210]"
729,NTB,1,947,642,Nucleus of the trapezoid body,"[997, 8, 343, 1065, 354, 386, 642]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
730,NTS,1,948,651,Nucleus of the solitary tract,"[997, 8, 343, 1065, 354, 386, 651]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
731,NTSco,1,950,666,"Nucleus of the solitary tract, commissural part","[997, 8, 343, 1065, 354, 386, 651, 666]",[12],"[255, 165, 210]"
732,NTSge,1,951,674,"Nucleus of the solitary tract, gelatinous part","[997, 8, 343, 1065, 354, 386, 651, 674]",[12],"[255, 165, 210]"
733,NTSl,1,952,682,"Nucleus of the solitary tract, lateral part","[997, 8, 343, 1065, 354, 386, 651, 682]",[12],"[255, 165, 210]"
734,NTSm,1,953,691,"Nucleus of the solitary tract, medial part","[997, 8, 343, 1065, 354, 386, 651, 691]",[12],"[255, 165, 210]"
735,SPVC,1,954,429,"Spinal nucleus of the trigeminal, caudal part","[997, 8, 343, 1065, 354, 386, 429]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
736,SPVI,1,955,437,"Spinal nucleus of the trigeminal, interpolar part","[997, 8, 343, 1065, 354, 386, 437]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
737,SPVO,1,956,445,"Spinal nucleus of the trigeminal, oral part","[997, 8, 343, 1065, 354, 386, 445]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
738,SPVOcdm,1,957,77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part","[997, 8, 343, 1065, 354, 386, 445, 77]",[12],"[255, 165, 210]"
739,SPVOmdmd,1,958,53,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone","[997, 8, 343, 1065, 354, 386, 445, 53]",[12],"[255, 165, 210]"
740,SPVOmdmv,1,959,61,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone","[997, 8, 343, 1065, 354, 386, 445, 61]",[12],"[255, 165, 210]"
741,SPVOrdm,1,960,45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part","[997, 8, 343, 1065, 354, 386, 445, 45]",[12],"[255, 165, 210]"
742,SPVOvl,1,961,69,"Spinal nucleus of the trigeminal, oral part, ventrolateral part","[997, 8, 343, 1065, 354, 386, 445, 69]",[12],"[255, 165, 210]"
743,MY-mot,1,964,370,"Medulla, motor related","[997, 8, 343, 1065, 354, 370]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 179, 217]"
744,VI,1,965,653,Abducens nucleus,"[997, 8, 343, 1065, 354, 370, 653]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
745,VII,1,967,661,Facial motor nucleus,"[997, 8, 343, 1065, 354, 370, 661]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
746,ACVII,1,968,576,Accessory facial motor nucleus,"[997, 8, 343, 1065, 354, 370, 576]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
747,AMB,1,970,135,Nucleus ambiguus,"[997, 8, 343, 1065, 354, 370, 135]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 112905813]","[255, 179, 217]"
748,AMBd,1,971,939,"Nucleus ambiguus, dorsal division","[997, 8, 343, 1065, 354, 370, 135, 939]","[184527634, 12, 691663206]","[255, 179, 217]"
749,AMBv,1,972,143,"Nucleus ambiguus, ventral division","[997, 8, 343, 1065, 354, 370, 135, 143]","[184527634, 12, 691663206]","[255, 179, 217]"
750,DMX,1,973,839,Dorsal motor nucleus of the vagus nerve,"[997, 8, 343, 1065, 354, 370, 839]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
751,GRN,1,975,1048,Gigantocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 1048]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 179, 217]"
752,IO,1,977,83,Inferior olivary complex,"[997, 8, 343, 1065, 354, 370, 83]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
753,IRN,1,978,136,Intermediate reticular nucleus,"[997, 8, 343, 1065, 354, 370, 136]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 179, 217]"
754,ISN,1,979,106,Inferior salivatory nucleus,"[997, 8, 343, 1065, 354, 370, 106]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
755,LIN,1,980,203,Linear nucleus of the medulla,"[997, 8, 343, 1065, 354, 370, 203]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
756,LRN,1,981,235,Lateral reticular nucleus,"[997, 8, 343, 1065, 354, 370, 235]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
757,LRNm,1,982,955,"Lateral reticular nucleus, magnocellular part","[997, 8, 343, 1065, 354, 370, 235, 955]","[184527634, 12, 691663206]","[255, 179, 217]"
758,LRNp,1,983,963,"Lateral reticular nucleus, parvicellular part","[997, 8, 343, 1065, 354, 370, 235, 963]","[184527634, 12, 691663206]","[255, 179, 217]"
759,MARN,1,984,307,Magnocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 307]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
760,MDRN,1,985,395,Medullary reticular nucleus,"[997, 8, 343, 1065, 354, 370, 395]","[112905828, 691663206, 12, 688152367, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 179, 217]"
761,MDRNd,1,986,1098,"Medullary reticular nucleus, dorsal part","[997, 8, 343, 1065, 354, 370, 395, 1098]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
762,MDRNv,1,987,1107,"Medullary reticular nucleus, ventral part","[997, 8, 343, 1065, 354, 370, 395, 1107]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512892]","[255, 179, 217]"
763,PARN,1,988,852,Parvicellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 852]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
764,PAS,1,989,859,Parasolitary nucleus,"[997, 8, 343, 1065, 354, 370, 859]","[691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
